"ID (a)" "Genes (b)" "num (c) " "neg|score (d)" "neg|p-value (e) " "neg|fdr (f)" "neg|rank (g)" "neg|goodsgrna (h)" "neg|lfc (i)" "pos|score (j)" "pos|p-value (k)" "pos|fdr (l)" "pos|rank (m)" "pos|goodsgrna (n)" "pos|lfc (o)"
ENSG00000037749 MFAP3 30 0.042144 0.27979 1 3985 12 0.011882 0.72783 0.76853 0.926701 15638 9 0.011882
ENSG00000054277 OPN3 30 0.87309 0.99363 1 16957 7 -0.066556 0.72791 0.76853 0.926701 15639 8 -0.066556
ENSG00000116679 IVNS1ABP 30 0.0014587 0.024472 0.336897 1361 18 -0.32887 0.72804 0.76853 0.926701 15640 4 -0.32887
ENSG00000105497 ZNF175 30 0.29558 0.78721 1 10193 10 -0.047252 0.72806 0.76853 0.926701 15641 9 -0.047252
ENSG00000087269 NOP14 28 0.0027668 0.037756 0.445442 1615 14 -0.3415 0.72809 0.77333 0.929933 15642 6 -0.3415
ENSG00000116030 SUMO1 30 0.28577 0.77559 1 10012 10 0.013915 0.72815 0.76897 0.927066 15643 9 0.013915
ENSG00000112297 CRYBG1 30 0.00052495 0.010822 0.186451 1091 19 -0.41172 0.72825 0.76907 0.927066 15644 7 -0.41172
ENSG00000068366 ACSL4 30 0.00015848 0.0039197 0.086791 849 20 -0.4382 0.72831 0.76907 0.927066 15645 4 -0.4382
ENSG00000204767 FAM196B 30 0.042376 0.28074 1 3993 13 -0.098821 0.72845 0.76907 0.927066 15646 9 -0.098821
ENSG00000071859 FAM50A 30 0.14662 0.58726 1 7095 12 -0.12997 0.72887 0.76907 0.927066 15647 6 -0.12997
ENSG00000226430 USP17L7 30 5.86E-05 0.0018225 0.04863 703 19 -0.35015 0.72956 0.76963 0.927435 15648 7 -0.35015
ENSG00000221878 PSG7 30 0.13584 0.55631 1 6834 13 -0.105 0.72963 0.76963 0.927435 15649 9 -0.105
ENSG00000254585 MAGEL2 30 0.011942 0.129 0.974152 2479 13 -0.12616 0.7298 0.76963 0.927435 15650 5 -0.12616
ENSG00000085511 MAP3K4 30 0.0025723 0.037014 0.439724 1577 16 -0.22954 0.72984 0.76963 0.927435 15651 7 -0.22954
ENSG00000100336 APOL4 30 0.36121 0.83415 1 11229 10 -0.11326 0.73011 0.76986 0.927658 15652 4 -0.11326
ENSG00000168621 GDNF 30 0.0042404 0.054604 0.566308 1811 17 -0.35605 0.73013 0.77002 0.927795 15653 5 -0.35605
ENSG00000205581 HMGN1 30 0.19348 0.66764 1 8188 12 -0.067772 0.73028 0.77017 0.92791 15654 9 -0.067772
ENSG00000182986 ZNF320 30 0.17415 0.64438 1 7752 10 -0.0433 0.73047 0.77031 0.927965 15655 8 -0.0433
ENSG00000142484 TM4SF5 30 0.17089 0.64021 1 7660 13 -0.12877 0.73053 0.77031 0.927965 15656 9 -0.12877
ENSG00000164113 ADAD1 30 0.55975 0.93472 1 13893 8 0.086075 0.73057 0.77056 0.928084 15657 9 0.086075
ENSG00000111696 NT5DC3 30 0.4843 0.90213 1 12916 9 -0.13159 0.73063 0.77056 0.928084 15658 7 -0.13159
ENSG00000163138 PACRGL 30 0.07572 0.40136 1 5166 12 0.0805 0.73066 0.77056 0.928084 15659 9 0.0805
ENSG00000140332 TLE3 30 0.0055845 0.067025 0.650432 1932 14 -0.22113 0.73078 0.77096 0.928165 15660 7 -0.22113
ENSG00000180329 CCDC43 30 4.01E-05 0.0013328 0.038154 657 16 -0.30373 0.73084 0.77096 0.928165 15661 7 -0.30373
ENSG00000049247 UTS2 30 0.028549 0.22067 1 3385 12 0.0013991 0.73086 0.77096 0.928165 15662 7 0.0013991
ENSG00000172301 COPRS 30 2.30E-05 0.00075602 0.024133 590 20 -0.41885 0.73093 0.77096 0.928165 15663 4 -0.41885
ENSG00000004478 FKBP4 30 0.16184 0.62534 1 7450 12 -0.066362 0.73103 0.77113 0.928165 15664 6 -0.066362
ENSG00000213722 DDAH2 30 0.057595 0.33933 1 4543 14 -0.12781 0.73119 0.77126 0.928165 15665 4 -0.12781
ENSG00000178921 PFAS 30 0.0026025 0.037458 0.443312 1585 15 -0.24161 0.73125 0.77126 0.928165 15666 5 -0.24161
ENSG00000185950 IRS2 24 0.083867 0.40316 1 5458 10 -0.14357 0.73126 0.77486 0.931069 15667 4 -0.14357
ENSG00000152315 KCNK13 30 0.33979 0.81694 1 10894 8 -0.024894 0.73129 0.77126 0.928165 15668 9 -0.024894
ENSG00000151729 SLC25A4 30 0.031267 0.2327 1 3497 11 -0.090619 0.73161 0.77127 0.928165 15669 8 -0.090619
ENSG00000120254 MTHFD1L 30 0.0078854 0.088051 0.766895 2158 17 -0.20218 0.73173 0.77127 0.928165 15670 5 -0.20218
ENSG00000123562 MORF4L2 30 0.00095647 0.018087 0.27073 1252 17 -0.29335 0.73181 0.77127 0.928165 15671 5 -0.29335
ENSG00000170619 COMMD5 30 0.46283 0.89397 1 12650 10 -0.072239 0.73184 0.77127 0.928165 15672 8 -0.072239
ENSG00000175376 EIF1AD 30 2.20E-05 0.00073241 0.023538 586 18 -0.44177 0.7319 0.77155 0.928334 15673 3 -0.44177
ENSG00000147724 FAM135B 30 0.029965 0.22571 1 3431 15 -0.21905 0.73191 0.77155 0.928334 15674 6 -0.21905
ENSG00000178338 ZNF354B 30 0.13671 0.56039 1 6862 13 -0.1436 0.73201 0.77155 0.928334 15675 5 -0.1436
ENSG00000108405 P2RX1 30 0.00015593 0.0038751 0.086005 847 16 -0.34482 0.73215 0.77184 0.928484 15676 7 -0.34482
ENSG00000180855 ZNF443 30 0.29687 0.78831 1 10221 12 -0.11736 0.73225 0.77184 0.928484 15677 7 -0.11736
ENSG00000196860 TOMM20L 30 0.66656 0.96098 1 15058 7 0.046221 0.73233 0.77197 0.928484 15678 9 0.046221
ENSG00000102543 CDADC1 30 0.20239 0.67933 1 8371 12 -0.095248 0.73237 0.77197 0.928484 15679 6 -0.095248
ENSG00000125618 PAX8 30 0.042526 0.28098 1 4002 12 -0.10802 0.7324 0.77197 0.928484 15680 5 -0.10802
ENSG00000181544 FANCB 30 0.11031 0.49839 1 6211 13 -0.15529 0.73248 0.77197 0.928484 15681 7 -0.15529
ENSG00000101844 ATG4A 30 0.016911 0.16125 1 2785 13 -0.092461 0.73255 0.77321 0.929853 15682 9 -0.092461
ENSG00000166986 MARS 30 7.22E-06 0.00026583 0.01011 494 18 -0.73798 0.73284 0.77339 0.929947 15683 9 -0.73798
ENSG00000176049 JAKMIP2 30 0.18013 0.65319 1 7896 10 0.0026619 0.7332 0.77372 0.930183 15684 9 0.0026619
ENSG00000151575 TEX9 30 0.013199 0.14071 1 2562 14 -0.16332 0.73333 0.77373 0.930183 15685 7 -0.16332
ENSG00000155511 GRIA1 30 0.62345 0.95211 1 14608 8 0.068677 0.73344 0.77388 0.930183 15686 9 0.068677
ENSG00000134531 EMP1 30 0.10805 0.49311 1 6158 12 -0.23041 0.73358 0.77388 0.930183 15687 6 -0.23041
ENSG00000155093 PTPRN2 30 0.28657 0.77626 1 10026 11 -0.15429 0.73363 0.77388 0.930183 15688 7 -0.15429
ENSG00000222038 POTEJ 18 0.41075 0.8162 1 11986 6 0.0059914 0.7337 0.77376 0.930183 15689 5 0.0059914
ENSG00000146006 LRRTM2 30 0.31953 0.8034 1 10592 11 -0.11362 0.73421 0.77432 0.930534 15690 8 -0.11362
ENSG00000115252 PDE1A 30 0.10665 0.48898 1 6127 9 -0.058688 0.7343 0.77432 0.930534 15691 8 -0.058688
ENSG00000150045 KLRF1 24 0.03997 0.24804 1 3890 12 -0.24328 0.73433 0.77619 0.931831 15692 6 -0.24328
ENSG00000214414 TRIM77 30 0.63431 0.95382 1 14720 9 -0.026068 0.73439 0.77432 0.930534 15693 7 -0.026068
ENSG00000166377 ATP9B 30 0.25681 0.74126 1 9471 8 0.0075511 0.7345 0.77442 0.930595 15694 8 0.0075511
ENSG00000137872 SEMA6D 30 0.0069916 0.079191 0.722062 2066 17 -0.26719 0.73485 0.77534 0.93146 15695 7 -0.26719
ENSG00000123700 KCNJ2 30 0.003314 0.045383 0.498633 1707 17 -0.26368 0.7349 0.77534 0.93146 15696 8 -0.26368
ENSG00000100320 RBFOX2 30 0.0012474 0.021716 0.312017 1305 17 -0.39893 0.73492 0.77534 0.93146 15697 5 -0.39893
ENSG00000137558 PI15 24 0.1659 0.595 1 7542 8 -0.039256 0.73502 0.77656 0.932195 15698 6 -0.039256
ENSG00000176945 MUC20 28 0.26186 0.7373 1 9566 9 -0.046914 0.73504 0.77919 0.933106 15699 8 -0.046914
ENSG00000136003 ISCU 29 0.13276 0.54933 1 6758 8 -0.073562 0.73519 0.78055 0.93433 15700 9 -0.073562
ENSG00000178235 SLITRK1 29 0.080938 0.4146 1 5352 12 -0.14261 0.73525 0.78055 0.93433 15701 8 -0.14261
ENSG00000111196 MAGOHB 30 0.16423 0.62905 1 7507 10 0.025792 0.73529 0.77551 0.93155 15702 7 0.025792
ENSG00000177807 KCNJ10 30 0.36891 0.84055 1 11356 11 -0.07988 0.73532 0.77551 0.93155 15703 8 -0.07988
ENSG00000154975 CA10 30 1.50E-06 7.27E-05 0.00359 380 16 -0.26274 0.73561 0.77578 0.931574 15704 8 -0.26274
ENSG00000221852 KRTAP1-5 26 0.0012936 0.019866 0.29075 1322 15 -0.28571 0.73569 0.78297 0.936517 15705 5 -0.28571
ENSG00000157578 LCA5L 30 0.15675 0.60358 1 7338 9 0.086314 0.73572 0.77578 0.931574 15706 7 0.086314
ENSG00000075089 ACTR6 30 0.010334 0.11743 0.933185 2356 15 -0.22166 0.73577 0.77578 0.931574 15707 6 -0.22166
ENSG00000197172 MAGEA6 30 0.22784 0.70884 1 8886 9 -0.045361 0.73587 0.77578 0.931574 15708 9 -0.045361
ENSG00000182896 TMEM95 30 2.81E-05 0.00090508 0.027899 611 19 -0.37117 0.73597 0.77578 0.931574 15709 8 -0.37117
ENSG00000145794 MEGF10 30 0.057429 0.33886 1 4539 13 -0.047106 0.73611 0.77614 0.931831 15710 6 -0.047106
ENSG00000154928 EPHB1 30 0.051171 0.31775 1 4342 14 -0.048102 0.73611 0.77614 0.931831 15711 6 -0.048102
ENSG00000223601 EBLN1 30 0.013006 0.13854 1 2547 15 -0.17222 0.73615 0.77614 0.931831 15712 8 -0.17222
ENSG00000260286 C6orf229 30 0.081121 0.4146 1 5362 12 -0.07292 0.73658 0.77664 0.932195 15713 7 -0.07292
ENSG00000123575 FAM199X 30 0.033006 0.24102 1 3582 10 -0.01675 0.73665 0.77664 0.932195 15714 7 -0.01675
ENSG00000186334 SLC36A3 30 0.27792 0.76708 1 9859 11 -0.042229 0.73679 0.77715 0.932601 15715 8 -0.042229
ENSG00000165066 NKX6-3 30 0.90841 0.99606 1 17272 7 0.040936 0.73688 0.77715 0.932601 15716 9 0.040936
ENSG00000163512 AZI2 30 0.18029 0.65336 1 7899 13 -0.059223 0.73689 0.77715 0.932601 15717 9 -0.059223
ENSG00000112697 TMEM30A 30 0.038288 0.26681 1 3828 11 -0.033327 0.73736 0.77746 0.932601 15718 9 -0.033327
ENSG00000161944 ASGR2 30 0.00059807 0.01171 0.195839 1125 15 -0.11896 0.73737 0.77764 0.932601 15719 7 -0.11896
ENSG00000148483 TMEM236 30 0.0099356 0.11421 0.91956 2328 16 -0.27488 0.73755 0.77764 0.932601 15720 5 -0.27488
ENSG00000152475 ZNF837 30 0.26228 0.74852 1 9576 10 -0.0017913 0.73756 0.77764 0.932601 15721 8 -0.0017913
ENSG00000198453 ZNF568 30 0.15557 0.60061 1 7313 13 -0.067961 0.73781 0.77778 0.932601 15722 9 -0.067961
ENSG00000164683 HEY1 30 0.27796 0.76708 1 9861 12 -0.0696 0.73788 0.77778 0.932601 15723 7 -0.0696
ENSG00000159261 CLDN14 30 0.14744 0.58791 1 7117 11 -0.04356 0.73789 0.77778 0.932601 15724 9 -0.04356
ENSG00000182177 ASB18 30 0.0025324 0.036316 0.432788 1573 16 -0.26591 0.73795 0.77778 0.932601 15725 9 -0.26591
ENSG00000231256 C17orf105 24 1.28E-05 0.00040019 0.014263 539 15 -0.62664 0.73798 0.77885 0.932949 15726 2 -0.62664
ENSG00000164176 EDIL3 30 0.016532 0.15958 1 2759 15 -0.14007 0.73799 0.77778 0.932601 15727 9 -0.14007
ENSG00000167085 PHB 30 0.00013322 0.0034332 0.079287 815 19 -0.55741 0.73806 0.77778 0.932601 15728 6 -0.55741
ENSG00000144355 DLX1 30 0.016097 0.1577 1 2734 15 -0.24708 0.73817 0.77778 0.932601 15729 8 -0.24708
ENSG00000006757 PNPLA4 30 0.52991 0.92275 1 13482 9 -0.04225 0.73826 0.77796 0.932601 15730 8 -0.04225
ENSG00000094963 FMO2 30 0.17273 0.64271 1 7712 11 -0.0029646 0.73833 0.77796 0.932601 15731 9 -0.0029646
ENSG00000116001 TIA1 30 0.0024936 0.035896 0.431327 1562 16 -0.42082 0.73834 0.77796 0.932601 15732 9 -0.42082
ENSG00000166415 WDR72 30 0.12255 0.52325 1 6529 9 -0.037014 0.73836 0.77796 0.932601 15733 7 -0.037014
ENSG00000000971 CFH 30 0.084858 0.42797 1 5487 10 -0.12119 0.73844 0.77796 0.932601 15734 8 -0.12119
ENSG00000135801 TAF5L 30 0.00014866 0.0037276 0.084011 833 20 -0.37739 0.73861 0.77828 0.932601 15735 8 -0.37739
ENSG00000196781 TLE1 30 0.0095104 0.11077 0.903462 2294 8 0.002779 0.73863 0.77836 0.932601 15736 9 0.002779
ENSG00000196353 CPNE4 30 0.11316 0.5047 1 6283 13 -0.14396 0.73872 0.77836 0.932601 15737 6 -0.14396
ENSG00000152061 RABGAP1L 30 0.023716 0.19804 1 3149 14 -0.13276 0.73875 0.77836 0.932601 15738 8 -0.13276
ENSG00000235034 C19orf81 30 0.1458 0.5867 1 7077 10 0.049158 0.73876 0.77836 0.932601 15739 8 0.049158
ENSG00000188171 ZNF626 30 0.71149 0.97174 1 15489 9 -0.024159 0.73881 0.77836 0.932601 15740 8 -0.024159
ENSG00000204104 TRAF3IP1 30 0.0022414 0.032679 0.404256 1518 18 -0.34882 0.73881 0.77836 0.932601 15741 6 -0.34882
ENSG00000163683 SMIM14 30 0.066448 0.36291 1 4857 10 -0.032093 0.73882 0.77836 0.932601 15742 9 -0.032093
ENSG00000171759 PAH 30 0.0025022 0.036027 0.432072 1565 17 -0.24208 0.73889 0.77836 0.932601 15743 8 -0.24208
ENSG00000135917 SLC19A3 30 0.40817 0.86316 1 11946 10 -0.065081 0.73935 0.77867 0.932914 15744 7 -0.065081
ENSG00000141298 SSH2 30 0.00038327 0.0084349 0.153891 1031 19 -0.31287 0.73943 0.77881 0.932949 15745 5 -0.31287
ENSG00000182054 IDH2 30 9.63E-05 0.0027184 0.066787 766 18 -0.39267 0.73954 0.77881 0.932949 15746 9 -0.39267
ENSG00000151338 MIPOL1 30 0.0494 0.3135 1 4271 15 -0.20216 0.73993 0.7791 0.933106 15747 9 -0.20216
ENSG00000227051 C14orf132 30 0.37739 0.84483 1 11473 10 -0.03631 0.7401 0.77923 0.933106 15748 9 -0.03631
ENSG00000104760 FGL1 30 0.054687 0.33182 1 4456 10 -0.066402 0.74035 0.77923 0.933106 15749 9 -0.066402
ENSG00000148468 FAM171A1 30 0.0016968 0.027144 0.359862 1414 18 -0.35666 0.74036 0.77923 0.933106 15750 3 -0.35666
ENSG00000125447 GGA3 30 0.00075862 0.01511 0.240066 1182 15 -0.22207 0.74054 0.78043 0.934309 15751 8 -0.22207
ENSG00000157212 PAXIP1 30 0.00021871 0.0052853 0.108261 915 17 -0.28153 0.7406 0.78043 0.934309 15752 9 -0.28153
ENSG00000197416 FABP12 30 0.086939 0.43373 1 5536 13 -0.096216 0.74065 0.78043 0.934309 15753 9 -0.096216
ENSG00000168329 CX3CR1 30 0.098036 0.47066 1 5878 11 -0.10236 0.74076 0.78073 0.934488 15754 7 -0.10236
ENSG00000124429 POF1B 30 0.0013121 0.022376 0.315375 1327 17 -0.23322 0.74083 0.7809 0.934629 15755 6 -0.23322
ENSG00000181826 RELL1 30 0.062979 0.35399 1 4738 14 -0.22161 0.741 0.78105 0.934719 15756 8 -0.22161
ENSG00000087842 PIR 24 0.11774 0.49656 1 6391 8 -0.061486 0.74112 0.78107 0.934719 15757 4 -0.061486
ENSG00000164691 TAGAP 30 0.19299 0.66659 1 8177 10 -0.078938 0.74139 0.78138 0.934967 15758 8 -0.078938
ENSG00000141385 AFG3L2 30 0.0013243 0.022434 0.315375 1330 15 -0.4244 0.74144 0.78138 0.934967 15759 8 -0.4244
ENSG00000198515 CNGA1 30 0.059257 0.34343 1 4594 14 -0.1576 0.74184 0.78188 0.935271 15760 8 -0.1576
ENSG00000144283 PKP4 30 0.10253 0.48059 1 6017 9 -0.06976 0.74185 0.78188 0.935271 15761 8 -0.06976
ENSG00000270024 C8orf44-SGK3 6 0.30925 0.58052 1 10401 2 -0.12544 0.74198 0.70592 0.876772 15762 1 -0.12544
ENSG00000146950 SHROOM2 30 0.23458 0.71649 1 9017 10 -0.027256 0.742 0.78188 0.935271 15763 8 -0.027256
ENSG00000177885 GRB2 30 2.37E-05 0.00076599 0.024205 596 16 -0.53908 0.74211 0.78318 0.936587 15764 7 -0.53908
ENSG00000256870 SLC5A8 30 0.11484 0.50747 1 6318 12 -0.025007 0.74212 0.78318 0.936587 15765 9 -0.025007
ENSG00000114446 IFT57 30 0.03335 0.24305 1 3603 12 -0.007267 0.74214 0.78318 0.936587 15766 8 -0.007267
ENSG00000212643 ZRSR1 30 0.0029468 0.041651 0.474384 1647 16 -0.26552 0.74218 0.7837 0.936858 15767 9 -0.26552
ENSG00000158806 NPM2 30 0.62099 0.95168 1 14585 6 0.001243 0.74219 0.7837 0.936858 15768 6 0.001243
ENSG00000173918 C1QTNF1 30 0.20654 0.68345 1 8439 8 -0.0061305 0.7422 0.7837 0.936858 15769 8 -0.0061305
ENSG00000119636 BBOF1 30 0.066395 0.36282 1 4854 14 -0.17509 0.74221 0.7837 0.936858 15770 9 -0.17509
ENSG00000140090 SLC24A4 30 0.014314 0.14848 1 2627 11 0.0055273 0.74225 0.7837 0.936858 15771 9 0.0055273
ENSG00000168216 LMBRD1 30 0.088695 0.43773 1 5585 13 -0.12983 0.74227 0.7837 0.936858 15772 8 -0.12983
ENSG00000075234 TTC38 30 0.19744 0.67167 1 8266 12 -0.082696 0.74252 0.784 0.937159 15773 6 -0.082696
ENSG00000106443 PHF14 30 0.14309 0.57672 1 7022 9 -0.014524 0.74272 0.7845 0.937526 15774 8 -0.014524
ENSG00000197565 COL4A6 30 0.4202 0.87014 1 12109 10 -0.064256 0.74283 0.78461 0.937526 15775 9 -0.064256
ENSG00000180628 PCGF5 30 0.047474 0.30475 1 4203 11 -0.13137 0.74297 0.78461 0.937526 15776 6 -0.13137
ENSG00000127125 PPCS 30 0.055753 0.33467 1 4489 14 -0.14914 0.7431 0.78461 0.937526 15777 7 -0.14914
ENSG00000124172 ATP5E 24 0.096386 0.42839 1 5819 11 -0.2111 0.74313 0.78156 0.935067 15778 6 -0.2111
ENSG00000171533 MAP6 30 0.50406 0.90895 1 13165 6 0.10609 0.74318 0.78461 0.937526 15779 8 0.10609
ENSG00000004700 RECQL 30 0.13191 0.54932 1 6741 13 -0.086538 0.74343 0.78461 0.937526 15780 7 -0.086538
ENSG00000242220 TCP10L 30 0.0083491 0.093076 0.793437 2206 15 -0.12598 0.74366 0.78508 0.938026 15781 9 -0.12598
ENSG00000172893 DHCR7 30 0.034628 0.25059 1 3658 11 -0.023265 0.74377 0.78522 0.938072 15782 8 -0.023265
ENSG00000179981 TSHZ1 30 0.37677 0.84422 1 11460 11 0.014172 0.74382 0.78522 0.938072 15783 8 0.014172
ENSG00000172716 SLFN11 30 0.0003631 0.0080428 0.148269 1018 15 -0.24801 0.74385 0.78538 0.938214 15784 6 -0.24801
ENSG00000100376 FAM118A 30 0.33473 0.81395 1 10815 10 -0.10448 0.7443 0.78556 0.938306 15785 8 -0.10448
ENSG00000178307 TMEM11 30 0.00029907 0.0068079 0.130519 977 18 -0.4216 0.74432 0.78556 0.938306 15786 9 -0.4216
ENSG00000133020 MYH8 30 0.24025 0.72123 1 9133 10 -0.070784 0.74437 0.78571 0.938364 15787 9 -0.070784
ENSG00000107951 MTPAP 30 0.0021295 0.031633 0.396871 1496 16 -0.38103 0.74451 0.78571 0.938364 15788 3 -0.38103
ENSG00000011083 SLC6A7 30 0.031974 0.23745 1 3533 14 -0.11246 0.74477 0.78591 0.93845 15789 9 -0.11246
ENSG00000124334 IL9R 30 0.58888 0.94382 1 14263 9 -0.065986 0.74482 0.78591 0.93845 15790 9 -0.065986
ENSG00000156466 GDF6 30 0.084805 0.42797 1 5482 14 -0.20398 0.74489 0.78603 0.93845 15791 3 -0.20398
ENSG00000128710 HOXD10 30 0.052358 0.32213 1 4390 13 -0.098744 0.74491 0.78603 0.93845 15792 8 -0.098744
ENSG00000118257 NRP2 30 0.47058 0.89614 1 12762 8 0.032992 0.74496 0.78603 0.93845 15793 8 0.032992
ENSG00000196436 NPIPB15 6 0.15272 0.36777 1 7245 3 -0.18419 0.74538 0.70639 0.877113 15794 1 -0.18419
ENSG00000163697 APBB2 30 0.21445 0.69307 1 8608 12 -0.13869 0.74554 0.78669 0.939062 15795 8 -0.13869
ENSG00000162949 CAPN13 30 0.037428 0.26445 1 3781 14 -0.10275 0.74556 0.78669 0.939062 15796 8 -0.10275
ENSG00000168813 ZNF507 30 0.033624 0.24417 1 3609 15 -0.15683 0.74582 0.78717 0.939568 15797 5 -0.15683
ENSG00000065320 NTN1 30 0.24121 0.72269 1 9153 12 -0.08346 0.74614 0.78815 0.940509 15798 6 -0.08346
ENSG00000226761 TAS2R46 30 0.077243 0.40597 1 5218 14 -0.13502 0.74625 0.78815 0.940509 15799 8 -0.13502
ENSG00000111790 FGFR1OP2 30 0.018563 0.1704 1 2880 15 -0.28516 0.74633 0.78815 0.940509 15800 5 -0.28516
ENSG00000013588 GPRC5A 30 0.19986 0.67715 1 8324 12 0.039093 0.74646 0.78846 0.940637 15801 9 0.039093
ENSG00000242441 GTF2A1L 18 0.0095657 0.083272 0.738916 2301 8 -0.07512 0.74648 0.78613 0.938505 15802 5 -0.07512
ENSG00000108106 UBE2S 30 0.073509 0.39406 1 5105 14 -0.20403 0.74652 0.78846 0.940637 15803 7 -0.20403
ENSG00000184083 FAM120C 30 0.10199 0.47947 1 6000 13 -0.12913 0.74664 0.78846 0.940637 15804 6 -0.12913
ENSG00000113456 RAD1 30 0.13158 0.54841 1 6728 10 0.005099 0.74675 0.78846 0.940637 15805 7 0.005099
ENSG00000149654 CDH22 30 0.31921 0.80339 1 10584 11 -0.088378 0.74708 0.78874 0.940649 15806 8 -0.088378
ENSG00000157064 NMNAT2 30 0.15364 0.59852 1 7264 13 -0.075569 0.74714 0.78874 0.940649 15807 8 -0.075569
ENSG00000038427 VCAN 30 0.0092834 0.10854 0.89026 2277 13 -0.10994 0.7472 0.78874 0.940649 15808 6 -0.10994
ENSG00000186925 KRTAP19-6 30 0.12172 0.5225 1 6515 11 -0.051941 0.74726 0.78874 0.940649 15809 7 -0.051941
ENSG00000196352 CD55 30 0.69618 0.9677 1 15336 9 -0.035152 0.74746 0.78887 0.940649 15810 7 -0.035152
ENSG00000162493 PDPN 30 0.28544 0.77509 1 10003 8 0.022253 0.74749 0.78887 0.940649 15811 8 0.022253
ENSG00000169019 COMMD8 30 0.095439 0.46286 1 5786 14 -0.09957 0.74755 0.78887 0.940649 15812 6 -0.09957
ENSG00000177879 AP3S1 26 0.024688 0.19025 1 3195 12 -0.20954 0.74768 0.79382 0.945236 15813 6 -0.20954
ENSG00000254440 PBOV1 30 0.032761 0.23996 1 3573 13 -0.10558 0.7478 0.78914 0.940795 15814 6 -0.10558
ENSG00000115325 DOK1 30 0.0099295 0.11421 0.91956 2326 11 -0.083688 0.74785 0.78914 0.940795 15815 8 -0.083688
ENSG00000147364 FBXO25 30 0.0030856 0.042748 0.478606 1673 16 -0.3027 0.74787 0.78914 0.940795 15816 5 -0.3027
ENSG00000204548 DEFB121 30 0.15631 0.60228 1 7331 12 -0.067536 0.74796 0.78947 0.941065 15817 8 -0.067536
ENSG00000061492 WNT8A 30 0.059731 0.3449 1 4614 8 0.018903 0.74799 0.78947 0.941065 15818 9 0.018903
ENSG00000104312 RIPK2 30 0.27125 0.75894 1 9727 10 0.027646 0.74803 0.78962 0.941128 15819 7 0.027646
ENSG00000173473 SMARCC1 30 0.020855 0.18476 1 2995 16 -0.25983 0.74813 0.79077 0.942381 15820 7 -0.25983
ENSG00000109927 TECTA 30 0.070434 0.37964 1 4984 8 -0.058388 0.74819 0.79077 0.942381 15821 8 -0.058388
ENSG00000188219 POTEE 30 0.035867 0.25725 1 3704 15 -0.14676 0.74835 0.79098 0.942576 15822 6 -0.14676
ENSG00000115263 GCG 30 0.43124 0.87882 1 12268 11 -0.10123 0.74845 0.79232 0.94363 15823 6 -0.10123
ENSG00000113924 HGD 30 0.10288 0.48199 1 6024 13 -0.15837 0.7485 0.79232 0.94363 15824 8 -0.15837
ENSG00000173198 CYSLTR1 30 0.080511 0.41329 1 5338 10 -0.079717 0.7485 0.79232 0.94363 15825 9 -0.079717
ENSG00000169594 BNC1 30 0.0075574 0.084405 0.745455 2128 17 -0.25916 0.74861 0.79232 0.94363 15826 5 -0.25916
ENSG00000108773 KAT2A 30 0.042906 0.28236 1 4020 14 -0.1531 0.74861 0.79232 0.94363 15827 8 -0.1531
ENSG00000104228 TRIM35 30 0.21054 0.68671 1 8528 12 -0.12871 0.74899 0.79232 0.94363 15828 7 -0.12871
ENSG00000147180 ZNF711 30 0.12709 0.5375 1 6618 9 -0.0346 0.74901 0.79232 0.94363 15829 4 -0.0346
ENSG00000159079 C21orf59 30 4.85E-07 2.39E-05 0.001403 320 19 -0.62376 0.74909 0.79232 0.94363 15830 4 -0.62376
ENSG00000162735 PEX19 30 0.038369 0.26743 1 3833 10 -0.011127 0.7494 0.79241 0.943681 15831 7 -0.011127
ENSG00000154358 OBSCN 18 0.072295 0.33116 1 5048 7 -0.042345 0.74948 0.78886 0.940649 15832 4 -0.042345
ENSG00000121057 AKAP1 30 2.34E-05 0.00076127 0.024137 594 19 -0.53589 0.74966 0.79259 0.943836 15833 2 -0.53589
ENSG00000092531 SNAP23 30 7.97E-07 4.09E-05 0.002278 338 22 -0.49655 0.74996 0.79536 0.946809 15834 4 -0.49655
ENSG00000130706 ADRM1 30 0.00095655 0.018087 0.27073 1253 14 -0.15909 0.75005 0.79536 0.946809 15835 7 -0.15909
ENSG00000077327 SPAG6 30 0.00080107 0.015627 0.244363 1199 17 -0.20874 0.75022 0.79536 0.946809 15836 7 -0.20874
ENSG00000256436 TAS2R31 30 0.071606 0.38261 1 5018 11 -0.027997 0.75032 0.79536 0.946809 15837 7 -0.027997
ENSG00000081014 AP4E1 30 0.018867 0.1719 1 2891 14 -0.18775 0.75035 0.79553 0.946809 15838 5 -0.18775
ENSG00000175699 CCDC197 30 0.24996 0.73283 1 9341 12 -0.087585 0.7504 0.79553 0.946809 15839 9 -0.087585
ENSG00000240344 PPIL3 30 0.118 0.51286 1 6399 12 -0.13314 0.75048 0.79565 0.946809 15840 6 -0.13314
ENSG00000151025 GPR158 30 0.049432 0.31362 1 4273 14 -0.18009 0.75055 0.79565 0.946809 15841 4 -0.18009
ENSG00000056487 PHF21B 30 0.15914 0.61403 1 7396 11 -0.12345 0.75081 0.79594 0.946809 15842 9 -0.12345
ENSG00000259040 BLOC1S5-TXNDC5 18 0.073042 0.33255 1 5084 6 0.053826 0.75089 0.78953 0.941084 15843 5 0.053826
